"","genus","max.stage","min.stage","GCD","LatRange","LongRange","Extinct","Stage","Regime","phylum","class","order","family"
"413","Orbiculoidea","Ladinian","Pliensbachian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Lingulata","Lingulida","Disciniidae"
"414","Ornithopecten","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Aviculopectinidae"
"415","Orthoceltites","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Badiotitidae"
"416","Orthoceras","Ladinian","Norian",7167.78211090095,60.4859410446875,80.9632285707813,0,"Ladinian","background","Mollusca","Cephalopoda","Orthocerida","Orthoceratidae"
"417","Ossicrinus","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Echinodermata","Crinoidea","Roveacrinida",NA
"418","Osteocrinus","Ladinian","Rhaetian",3016.25470718413,5.13707925388235,28.0775802757647,0,"Ladinian","background","Echinodermata","Crinoidea","Roveacrinida",NA
"419","Ostrea","Ladinian","Aalenian",4902.61993556836,23.0485168366667,38.562773977625,0,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Ostreidae"
"420","Oulodus","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Chordata","Conodonta","Prioniodontida",NA
"421","Oxytoma","Ladinian","Aalenian",5857.08124170617,24.4525307715789,82.1836520421579,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Oxytomidae"
"422","Ozarkodina","Ladinian","Carnian",1193.22707028787,2.69598687285714,9.56933870653061,0,"Ladinian","background","Chordata","Conodonta","Ozarkodinida",NA
"423","Pachycardia","Ladinian","Carnian",4.72345210241343,0.00551309000000089,0.0438976999999987,0,"Ladinian","background","Mollusca","Bivalvia","Unionida","Pachycardiidae"
"424","Pachyomphalus","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda","Neritoina","Tricolnaticopsidae"
"425","Pachypleurosaurus","Ladinian","Ladinian",63.2335739950912,0.162151638461539,0.567557135192306,1,"Ladinian","background","Chordata","Reptilia","Eosauropterygia","Pachypleurosauridae"
"426","Pachyrisma","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Megalodontida","Megalodontidae"
"427","Pachysolenia","Ladinian","Norian",59.1178256904074,0.30676875,0.455739090000002,0,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Zardinophyllidae"
"428","Paelospongia","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Porifera","Demospongea","Ancorinida","Paelospongiidae"
"429","Palaeobates","Ladinian","Rhaetian",1332.47520685412,10.3892858911236,7.39501752734831,0,"Ladinian","background","Chordata","Chondrichthyes","Hybodontiformes","Acrodontidae"
"430","Palaeocoma","Ladinian","Toarcian",NA,NA,NA,0,"Ladinian","background","Echinodermata","Ophiuroidea","Ophiurida","Ophiodermatidae"
"431","Palaeolima","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Limidae"
"432","Palaeonarica","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda","Neritoina","Palaeonaricidae"
"433","Palaeoneilo","Ladinian","Toarcian",5794.19564475724,35.4984271264706,48.1413890566588,0,"Ladinian","background","Mollusca","Bivalvia","Nuculanida","Malletiidae"
"434","Palaeonucula","Ladinian","Aalenian",5083.30240820475,7.77670716106061,50.2856050265152,0,"Ladinian","background","Mollusca","Bivalvia","Nuculida","Nuculidae"
"435","Panopea","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Hiatellida","Hiatellidae"
"436","Pantokratoria","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Porifera","Demospongea","Axinellida",NA
"437","Paraceratites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"438","Paracladiscites","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Cladiscitidae"
"439","Parafrechites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"440","Paragondolella","Ladinian","Norian",875.162592280508,4.31674534,6.8005059,0,"Ladinian","background","Chordata","Conodonta",NA,NA
"441","Parahalobia","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Halobiidae"
"442","Parakellnerites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"443","Paralioclema","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Bryozoa","Stenolaemata","Trepostomida","Araxoporidae"
"444","Parallelodon","Ladinian","Aalenian",3139.28434468515,23.2416752988587,16.9693597594565,0,"Ladinian","background","Mollusca","Bivalvia","Arcida","Parallelodontidae"
"445","Paranautilus","Ladinian","Norian",10630.4547014325,70.677851478,95.71720457,0,"Ladinian","background","Mollusca","Cephalopoda","Nautilida","Paranautilidae"
"446","Parapholidophorus","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Chordata","Actinopteri","Pholidophoriformes","Pholidophoridae"
"447","Parasemionotus","Ladinian","Ladinian",2.33686866884388,0.0159258999999992,0.01419791,1,"Ladinian","background","Chordata","Actinopteri","Parasemionotiformes","Parasemionotidae"
"448","Parasturia","Ladinian","Ladinian",2459.38406071832,14.85398338,17.99331769,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Sturiidae"
"449","Paratrachyceras","Ladinian","Norian",11093.8565714617,15.248531284359,96.9379625769231,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae"
"450","Paravesicocaulis","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Porifera","Demospongea","Hadromerida","Celyphiidae"
"451","Parvamussium","Ladinian","Aalenian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Propeamussiidae"
"452","Patella","Ladinian","Pliensbachian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda","Patellogastropoda","Patellidae"
"453","Pecten","Ladinian","Toarcian",3501.0588368556,28.1884454409,17.02692819149,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Pectinidae"
"454","Peltoperleidus","Ladinian","Ladinian",302.662964904952,1.38981577655556,2.41077816922222,1,"Ladinian","background","Chordata","Actinopteri","Perleidiformes","Perleididae"
"455","Peltopleurus","Ladinian","Norian",7124.26834718462,7.46396902454545,67.5139528983838,0,"Ladinian","background","Chordata","Actinopteri","Peltopleuriformes","Peltopleuridae"
"456","Pemphix","Ladinian","Ladinian",1184.18529861298,10.29864629,3.04886911,1,"Ladinian","background","Arthropoda","Malacostraca","Decapoda","Pemphicidae"
"457","Pennospiriferina","Ladinian","Carnian",3405.58430167275,25.1386857936,124.5987685976,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Spiriferinida","Pennospiriferinidae"
"458","Pentacrinus","Ladinian","Aalenian",2451.92596838032,21.810664774,4.3066836078,0,"Ladinian","background","Echinodermata","Crinoidea",NA,NA
"459","Pentactinella","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae"
"460","Peripeltopleurus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Actinopteri","Peltopleuriformes","Peltopleuridae"
"461","Perleidus","Ladinian","Ladinian",1305.75266960102,8.61446723688776,9.17055417081633,1,"Ladinian","background","Chordata","Actinopteri","Perleidiformes","Perleididae"
"462","Permophorus","Ladinian","Rhaetian",13375.7253897186,105.323945424,100.278350258533,0,"Ladinian","background","Mollusca","Bivalvia","Cardiida","Kalenteridae"
"463","Peronidella","Ladinian","Rhaetian",621.271902651355,3.3442176425,4.62234462375,0,"Ladinian","background","Porifera","Calcarea","Stellispongiida","Stellispongiidae"
"464","Phaenodesmia","Ladinian","Carnian",6269.80662429491,32.4493906714286,47.4343473930612,0,"Ladinian","background","Mollusca","Bivalvia","Nuculanida","Malletiidae"
"465","Pholadomya","Ladinian","Aalenian",373.74853990539,1.76035173,4.324683573,0,"Ladinian","background","Mollusca","Bivalvia","Pholadomyida","Pholadomyidae"
"466","Pholidophorus","Ladinian","Toarcian",746.507677888211,3.33647142,6.04766713,0,"Ladinian","background","Chordata","Actinopteri","Pholidophoriformes","Pholidophoridae"
"467","Pholidopleurus","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Chordata","Actinopteri","Pholidopleuriformes","Pholidopleuridae"
"468","Phragmoteuthis","Ladinian","Carnian",8.43317550729089,0.0758762500000003,0.00733405000000076,0,"Ladinian","background","Mollusca","Cephalopoda","Phragmoteuthida","Phragmoteuthididae"
"469","Physocardia","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Megalodontida","Dicerocardiidae"
"470","Piarorhynchia","Ladinian","Toarcian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae"
"471","Picardiceras","Ladinian","Ladinian",1792.42102350249,9.10858070346667,13.3890320492667,1,"Ladinian","background","Mollusca","Cephalopoda","Nautilida","Paranautilidae"
"472","Pichleria","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Cyrtodontida","Pichleriidae"
"473","Pinacoceras","Ladinian","Rhaetian",97.752229503556,0.550812619999999,0.716962380000002,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Pinacoceratidae"
"474","Pinacophyllum","Ladinian","Pliensbachian",94.4183251183448,0.554120970000003,0.70035682999999,0,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Stylophyllidae"
"475","Pinna","Ladinian","Aalenian",6400.75248063048,26.9403647826531,62.7238124938776,0,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Pinnidae"
"476","Pistosaurus","Ladinian","Ladinian",310.996656419408,0.968070857209302,2.94764589023256,1,"Ladinian","background","Chordata","Reptilia","Sauropterygia",NA
"477","Placodus","Ladinian","Carnian",2149.53158067274,17.64147331886,10.1908578314,0,"Ladinian","background","Chordata","Reptilia","Placodontia","Placodontidae"
"478","Placunopsis","Ladinian","Aalenian",6625.18053610299,32.66426177534,53.48611385434,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Anomiidae"
"479","Plagioglypta","Ladinian","Pliensbachian",NA,NA,NA,0,"Ladinian","background","Mollusca","Scaphopoda","Dentaliida","Dentaliidae"
"480","Plagiosternum","Ladinian","Ladinian",179.975609367828,1.61772643419355,0.165118866451613,1,"Ladinian","background","Chordata","Osteichthyes","Temnospondyli","Plagiosauridae"
"481","Plagiostoma","Ladinian","Aalenian",13715.2096753389,36.8656992364845,131.408231104701,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Limidae"
"482","Plagiosuchus","Ladinian","Ladinian",142.776251254627,1.27012617061728,0.143890319135803,1,"Ladinian","background","Chordata","Osteichthyes","Temnospondyli","Plagiosauridae"
"483","Planirhynchia","Ladinian","Pliensbachian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae"
"484","Platychilina","Ladinian","Carnian",22.0970738418803,0.152859809999999,0.133191490000002,0,"Ladinian","background","Mollusca","Gastropoda","Neritoina","Delphinulopsidae"
"485","Pleuracanthus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Chondrichthyes","Xenacanthiformes","Xenacanthidae"
"486","Pleurofrechites","Ladinian","Ladinian",1516.01328153829,13.6154938917647,1.60202962070588,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"487","Pleuromya","Ladinian","Aalenian",6242.00524418906,38.74659866489,43.68087165979,0,"Ladinian","background","Mollusca","Bivalvia","Pholadida","Pleuromyidae"
"488","Pleuronautilus","Ladinian","Norian",2831.24833219273,1.03856773578947,26.5140337552632,0,"Ladinian","background","Mollusca","Cephalopoda","Nautilida","Tainoceratidae"
"489","Pleuronectites","Ladinian","Norian",3829.57660578614,8.74648213976471,33.9577888004706,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Pectinidae"
"490","Pleurotomaria","Ladinian","Aalenian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Pleurotomariidae"
"491","Polyacrodus","Ladinian","Toarcian",4736.63540307896,36.0500796324359,25.5912613264103,0,"Ladinian","background","Chordata","Chondrichthyes","Hybodontiformes","Polyacrodontidae"
"492","Polycope","Ladinian","Aalenian",3002.96558560707,7.54729764,26.98729723,0,"Ladinian","background","Arthropoda","Ostracoda","Myodocopida","Polycopidae"
"493","Polygnathus","Ladinian","Ladinian",259.061458780274,0.954191279,2.15329142,1,"Ladinian","background","Chordata","Conodonta","Ozarkodinida","Polygnathidae"
"494","Pomatospirella","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","NO_CLASS_SPECIFIED",NA,NA
"495","Pompeckjites","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Pinacoceratidae"
"496","Posidonia","Ladinian","Toarcian",7206.24688147027,13.5088074916837,64.7656846468367,0,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Posidoniidae"
"497","Praechlamys","Ladinian","Toarcian",204.586911621477,1.43350884,1.19091619,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Pectinidae"
"498","Praegonia","Ladinian","Ladinian",394.681922393832,1.968324952,11.0939513975,1,"Ladinian","background","Mollusca","Bivalvia","Trigoniida","Prosogyrotrigoniidae"
"499","Praepinacoceras","Ladinian","Ladinian",234.715935088084,0.800007820000001,2.03611759,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Pinacoceratidae"
"500","Preverticillites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Porifera","Demospongea","Agelasida","Solenolmiidae"
"501","Prioniodina","Ladinian","Carnian",1698.43165076671,0.725150230000001,15.570488762,0,"Ladinian","background","Chordata","Conodonta","Prioniodinida","Prioniodinidae"
"502","Proarcestes","Ladinian","Rhaetian",9813.25722835266,36.55566056684,96.41215522012,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Arcestidae"
"503","Procladiscites","Ladinian","Ladinian",2611.61851399379,21.0577425571429,12.4726494199286,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Cladiscitidae"
"504","Proclydonautilus","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Nautilida","Clydonautilidae"
"505","Procyathophora","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Stylinidae"
"506","Procyclolites","Ladinian","Pliensbachian",NA,NA,NA,0,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Procyclolitidae"
"507","Prohalecites","Ladinian","Ladinian",19.9710245415012,0.0367716107462678,0.183103274328357,1,"Ladinian","background","Chordata","Actinopteri","Prohaleciteiformes","Prohaleciteidae"
"508","Promathildia","Ladinian","Aalenian",3580.48773929647,29.4293749629293,16.0766068444343,0,"Ladinian","background","Mollusca","Gastropoda","Allogastropoda","Gordenellidae"
"509","Promysidiella","Ladinian","Norian",6139.23855299894,11.9489268439254,54.7717153965672,0,"Ladinian","background","Mollusca","Bivalvia","Myalinida","Mysidiellidae"
"510","Prosoleptus","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Nuculanida","Malletiidae"
"511","Protonerita","Ladinian","Norian",2680.70350950458,20.6100625517333,14.33589247492,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Neritidae"
"512","Protopis","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Bivalvia","Myalinida","Mysidiellidae"
"513","Protorcula","Ladinian","Rhaetian",22.0970738418803,0.152859809999999,0.133191490000002,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Protorculidae"
"514","Protrachyceras","Ladinian","Carnian",15883.9600837155,54.81772431308,164.7846146447,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae"
"515","Psephosauriscus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Reptilia","Placodontia",NA
"516","Pseudobatostomella","Ladinian","Carnian",7374.55704007488,61.0462931138298,50.3963992446809,0,"Ladinian","background","Bryozoa","Stenolaemata","Trepostomida","Dyscritellidae"
"517","Pseudocarnites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Carnitidae"
"518","Pseudocorbula","Ladinian","Rhaetian",7974.91267213983,65.3618698321,52.82121617796,0,"Ladinian","background","Mollusca","Bivalvia","Carditida","Myophoricardiidae"
"519","Pseudodalatias","Ladinian","Rhaetian",76.1695775676128,0.581496384536083,0.435525475010308,0,"Ladinian","background","Chordata","Chondrichthyes",NA,"Pseudodalatiidae"
"520","Pseudofurnishius","Ladinian","Carnian",5355.76988532947,16.4511066302299,44.7787358603218,0,"Ladinian","background","Chordata","Conodonta",NA,NA
"521","Pseudokoninckina","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Brachiopoda","Rhynchonellata","Athyridida",NA
"522","Pseudolaballa","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Spiriferinida","Laballidae"
"523","Pseudolimea","Ladinian","Aalenian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Limidae"
"524","Pseudomelania","Ladinian","Aalenian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae"
"525","Pseudomonotis","Ladinian","Toarcian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Pseudomonotidae"
"526","Pseudomyoconcha","Ladinian","Norian",1282.6230479199,8.10142788,8.39111849709677,0,"Ladinian","background","Mollusca","Bivalvia","Cardiida","Kalenteridae"
"527","Pseudoplacunopsis","Ladinian","Hettangian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Pectinida","Plicatulidae"
"528","Psilolobites","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Lobitidae"
"529","Pteria","Ladinian","Pliensbachian",4008.13218211867,6.25524649967391,37.8334539208696,0,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Pteriidae"
"530","Pterotoceras","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Tibetitidae"
"531","Ptychites","Ladinian","Carnian",11934.8623623407,35.5769456082,159.58799242929,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ptychitidae"
"532","Ptychobairdia","Ladinian","Toarcian",NA,NA,NA,0,"Ladinian","background","Arthropoda","Ostracoda","Podocopida","Bairdiidae"
"533","Ptychoceratodus","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Chordata","Osteichthyes","Dipnomorpha","Ptychoceratodontidae"
"534","Ptycholepis","Ladinian","Toarcian",3.81493949390443,0.00943811571428516,0.0336921755357141,0,"Ladinian","background","Chordata","Actinopteri","Ptycholepiformes","Ptycholepididae"
"535","Pulviella","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Arthropoda","Ostracoda","Podocopida",NA
"536","Punctospirella","Ladinian","Carnian",9614.32781263749,72.968215150505,77.9642484992929,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Spiriferinida","Pennospiriferinidae"
"537","Purpuroidea","Ladinian","Toarcian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Purpurinidae"
"538","Pustulifer","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Coelostylinidae"
"539","Qianichthyosaurus","Ladinian","Carnian",5.60123889516179,0.0412255700000017,0.0315084300000024,0,"Ladinian","background","Chordata","Reptilia","Ichthyosauria","Toretocnemidae"
"540","Ramina","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae"
"541","Recytella","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Arthropoda","Ostracoda","Platycopida","Cavellinidae"
"542","Reitziites","Ladinian","Ladinian",6449.5174326413,23.5044070812,65.0678118807143,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"543","Remismilia","Ladinian","Carnian",655.63947050621,2.6968025715,5.056852192,0,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Protoheterastraeidae"
"544","Reticulocoelia","Ladinian","Ladinian",90.8842756128059,0.338167240000001,0.774353290000001,1,"Ladinian","background","Porifera","Demospongea","Axinellida","Ceratoporellidae"
"545","Retiophyllia","Ladinian","Aalenian",4675.49990060885,5.57263816211268,44.3521601166197,0,"Ladinian","background","Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae"
"546","Retzia","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Athyridida","Retziidae"
"547","Rhabdocidaris","Ladinian","Aalenian",NA,NA,NA,0,"Ladinian","background","Echinodermata","Echinoidea","Cidaroida","Rhabdocidaridae"
"548","Rhacophyllites","Ladinian","Sinemurian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Phylloceratida","Discophyllitidae"
"549","Rhaetidia","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Bivalvia","Cardiida","Sowerbyidae"
"550","Rhaetina","Ladinian","Rhaetian",4677.62956859117,13.5261764279344,41.5341046516393,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Terebratulida","Angustothyrididae"
"551","Rhombocythere","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Arthropoda","Ostracoda","Podocopida","Brachycytheridae"
"552","Rhynchonella","Ladinian","Aalenian",11092.8721330953,8.84354463,102.54187879,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae"
"553","Rhynchopterus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Bivalvia","Ostreida","Pteriidae"
"554","Rimkinites","Ladinian","Carnian",6791.64894839081,50.31390164,36.50100922,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Rimkinitidae"
"555","Rinaldoella","Ladinian","Norian",476.340209931409,4.13007558,1.24731596,0,"Ladinian","background","Mollusca","Gastropoda","Murchisoniina","Wortheniellidae"
"556","Rissoa","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Rissoidae"
"557","Romanites","Ladinian","Carnian",6.57147796126302,0.0534681150505043,0.0277506438383822,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Joannitidae"
"558","Rossiceras","Ladinian","Ladinian",0.101531931814383,0.000898129999999497,0.000194539999998966,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"559","Sacrisubcorona","Ladinian","Norian",8.87091730556676,0.0119717027272723,0.0902161714772751,0,"Ladinian","background","Chordata","Chondrichthyes",NA,NA
"560","Sageceras","Ladinian","Carnian",1152.75097792625,7.08813830361702,8.1272454,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Sageceratidae"
"561","Sakawairhynchia","Ladinian","Aalenian",785.172029626116,4.5609959279,21.717139489,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae"
"562","Sangiorgioichthys","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Actinopteri",NA,NA
"563","Saurichthys","Ladinian","Rhaetian",4201.42669874503,32.52869193795,22.3485753044,0,"Ladinian","background","Chordata","Actinopteri","Saurichthyiformes","Saurichthyidae"
"564","Schafhaeutlia","Ladinian","Pliensbachian",7539.52620875788,28.5448207752143,67.9824522246735,0,"Ladinian","background","Mollusca","Bivalvia","Lucinida","Lucinidae"
"565","Schimperella","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Arthropoda","Malacostraca","Lophogastrida","Eucopiidae"
"566","Schizogonium","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Schizogoniidae"
"567","Schwagerispira","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Athyridida","Neoretziidae"
"568","Scurria","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Gastropoda","Patellogastropoda","Lottiidae"
"569","Seisia","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Gastropoda","Neritoina","Delphinulopsidae"
"570","Semionotus","Ladinian","Rhaetian",2.33686866884388,0.0159258999999992,0.01419791,0,"Ladinian","background","Chordata","Actinopteri","Semionotiformes","Semionotidae"
"571","Septiola","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Bivalvia","Mytilida",NA
"572","Septocardia","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Mollusca","Bivalvia","Cardiida","Cardiidae"
"573","Serpianosaurus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Reptilia","Eosauropterygia","Pachypleurosauridae"
"574","Serpianotiaris","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Echinodermata","Echinoidea","Cidaroida","Miocidaridae"
"575","Serrolepis","Ladinian","Ladinian",21.3622724234441,0.0662677800000004,0.19743154,1,"Ladinian","background","Chordata","Actinopteri","Semionotiformes",NA
"576","Sibyllonautilus","Ladinian","Rhaetian",1505.11967746211,9.8964058622,49.46841537173,0,"Ladinian","background","Mollusca","Cephalopoda","Nautilida","Tainoceratidae"
"577","Silberlingitoides","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Ceratitidae"
"578","Silenticeras","Ladinian","Carnian",517.734815034974,3.8107865964,2.9641207791,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae"
"579","Silesiathyris","Ladinian","Norian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae"
"580","Simeonella","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Arthropoda","Ostracoda","Podocopida","Limnocytheridae"
"581","Simosaurus","Ladinian","Rhaetian",3374.8092037974,25.9455061068085,16.9466391075532,0,"Ladinian","background","Chordata","Reptilia","Nothosauria","Simosauridae"
"582","Sinoeugnathus","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Chordata","Actinopteri","Amiiformes",NA
"583","Sinomeginoceras","Ladinian","Ladinian",NA,NA,NA,1,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae"
"584","Sinucosta","Ladinian","Rhaetian",NA,NA,NA,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Spiriferinida","Sinucostidae"
"585","Sinuplicorhynchia","Ladinian","Norian",43.7457019573084,0.349940549999999,2.47011249000001,0,"Ladinian","background","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae"
"586","Sirenotrachyceras","Ladinian","Carnian",NA,NA,NA,0,"Ladinian","background","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae"
"587","Sisenna","Ladinian","Pliensbachian",7016.83109732326,29.1293089064,67.6193171735529,0,"Ladinian","background","Mollusca","Gastropoda",NA,"Pleurotomariidae"
"588","Solenolmia","Ladinian","Rhaetian",1615.40377520997,13.14966898998,8.7306919988,0,"Ladinian","background","Porifera","Demospongea","Agelasida","Solenolmiidae"
